event_id,shipment_id,event_datetime,event_type,location,description
EVT001394,SHP000003,2023-07-09 12:36:00,delay,"Shanghai, China",Exception at Shanghai
EVT001395,SHP000156,2023-10-12 21:31:00,departure,"Mumbai, India",Customs Clearance at Mumbai
EVT001396,SHP000596,2025-12-25 18:46:00,customs_clearance,"Moscow, Russia",Exception at Moscow
EVT001397,SHP000046,2023-01-19 17:50:00,exception,"Felixstowe, UK",Arrival at Felixstowe
EVT001398,SHP000308,2023-06-18 17:27:00,customs_clearance,"Mumbai, India",Arrival at Mumbai
EVT001399,SHP000398,2023-03-25 01:01:00,delivery,"Mumbai, India",Delay at Mumbai
EVT001400,SHP000528,2024-03-24 07:27:00,pickup,"Antwerp, Belgium",Pickup at Antwerp
EVT001401,SHP000251,2023-06-18 03:33:00,pickup,"Chicago, USA",Arrival at Chicago
EVT001402,SHP000095,2025-01-26 22:16:00,arrival,"Moscow, Russia",Delivery at Moscow
EVT001403,SHP000145,2024-09-24 04:01:00,departure,"Sydney, Australia",Exception at Sydney
EVT001404,SHP000267,2023-01-25 02:23:00,departure,"Moscow, Russia",Arrival at Moscow
EVT001405,SHP000245,2025-04-25 13:01:00,customs_clearance,"Antwerp, Belgium",Arrival at Antwerp
EVT001406,SHP000385,2024-05-27 09:37:00,exception,"Sydney, Australia",Arrival at Sydney
EVT001407,SHP000415,2025-06-23 04:45:00,pickup,"Valencia, Spain",Pickup at Valencia
EVT001408,SHP000060,2023-10-10 08:56:00,exception,"Mumbai, India",Exception at Mumbai
EVT001409,SHP000017,2023-07-07 22:32:00,departure,"Los Angeles, USA",Departure at Los Angeles
EVT001410,SHP000228,2025-07-03 19:59:00,delay,"Osaka, Japan",Arrival at Osaka
EVT001411,SHP000002,2025-03-11 04:02:00,delivery,"Los Angeles, USA",Arrival at Los Angeles
EVT001412,SHP000513,2025-10-14 08:44:00,arrival,"Singapore, Singapore",Departure at Singapore
EVT001413,SHP000479,2025-01-04 20:12:00,customs_clearance,"Mumbai, India",Arrival at Mumbai
EVT001414,SHP000164,2024-12-06 14:01:00,pickup,"Mumbai, India",Arrival at Mumbai
EVT001415,SHP000090,2023-07-13 17:08:00,delivery,"Hamburg, Germany",Exception at Hamburg
EVT001416,SHP000340,2023-08-26 21:26:00,pickup,"Dubai, UAE",Exception at Dubai
EVT001417,SHP000181,2024-11-01 11:36:00,pickup,"São Paulo, Brazil",Arrival at São Paulo
EVT001418,SHP000408,2023-03-06 01:29:00,delivery,"Dubai, UAE",Departure at Dubai
EVT001419,SHP000225,2024-06-25 13:26:00,pickup,"Rotterdam, Netherlands",Pickup at Rotterdam
EVT001420,SHP000088,2024-05-11 16:09:00,customs_clearance,"Los Angeles, USA",Pickup at Los Angeles
EVT001421,SHP000031,2023-12-26 06:57:00,departure,"Singapore, Singapore",Delivery at Singapore
EVT001422,SHP000438,2024-12-19 02:08:00,pickup,"Singapore, Singapore",Exception at Singapore
EVT001423,SHP000271,2025-02-05 00:31:00,exception,"Mumbai, India",Customs Clearance at Mumbai
EVT001424,SHP000446,2024-04-04 23:58:00,delay,"Houston, USA",Arrival at Houston
EVT001425,SHP000320,2023-04-05 09:41:00,departure,"Felixstowe, UK",Departure at Felixstowe
EVT001426,SHP000451,2024-03-24 20:19:00,customs_clearance,"Valencia, Spain",Delay at Valencia
EVT001427,SHP000026,2023-06-30 10:15:00,pickup,"Dubai, UAE",Arrival at Dubai
EVT001428,SHP000512,2024-02-24 23:19:00,customs_clearance,"São Paulo, Brazil",Delay at São Paulo
EVT001429,SHP000153,2024-04-26 11:35:00,customs_clearance,"Antwerp, Belgium",Pickup at Antwerp
EVT001430,SHP000503,2025-12-31 05:10:00,arrival,"Valencia, Spain",Delay at Valencia
EVT001431,SHP000104,2023-09-16 14:42:00,departure,"Moscow, Russia",Customs Clearance at Moscow
EVT001432,SHP000464,2025-11-09 12:54:00,customs_clearance,"Shanghai, China",Exception at Shanghai
EVT001433,SHP000397,2025-03-30 04:54:00,departure,"Hong Kong, China",Arrival at Hong Kong
EVT001434,SHP000079,2025-06-24 13:54:00,delivery,"Toronto, Canada",Customs Clearance at Toronto
EVT001435,SHP000523,2024-08-23 15:29:00,delay,"Antwerp, Belgium",Pickup at Antwerp
EVT001436,SHP000164,2023-05-04 20:13:00,arrival,"Sydney, Australia",Pickup at Sydney
EVT001437,SHP000038,2023-08-11 16:19:00,delivery,"Valencia, Spain",Delivery at Valencia
EVT001438,SHP000495,2023-10-26 04:15:00,arrival,"Busan, South Korea",Delay at Busan
EVT001439,SHP000279,2024-09-21 01:19:00,exception,"Tokyo, Japan",Customs Clearance at Tokyo
EVT001440,SHP000388,2023-11-09 03:09:00,pickup,"Mumbai, India",Arrival at Mumbai
EVT001441,SHP000444,2024-12-30 05:22:00,arrival,"Antwerp, Belgium",Delivery at Antwerp
EVT001442,SHP000177,2025-03-29 21:44:00,arrival,"Shanghai, China",Delay at Shanghai
EVT001443,SHP000290,2023-06-30 03:06:00,exception,"São Paulo, Brazil",Exception at São Paulo
EVT001444,SHP000505,2023-06-14 16:09:00,customs_clearance,"Tokyo, Japan",Departure at Tokyo
EVT001445,SHP000003,2025-05-28 07:19:00,departure,"Moscow, Russia",Arrival at Moscow
EVT001446,SHP000295,2025-10-26 05:46:00,pickup,"Osaka, Japan",Delivery at Osaka
EVT001447,SHP000530,2025-05-09 17:01:00,customs_clearance,"Antwerp, Belgium",Customs Clearance at Antwerp
EVT001448,SHP000266,2024-12-12 03:52:00,pickup,"Shanghai, China",Pickup at Shanghai
EVT001449,SHP000187,2023-11-26 11:19:00,departure,"Singapore, Singapore",Exception at Singapore
EVT001450,SHP000286,2024-01-17 07:55:00,pickup,"Singapore, Singapore",Pickup at Singapore
EVT001451,SHP000412,2024-09-28 19:47:00,delivery,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT001452,SHP000005,2025-10-14 04:06:00,exception,"Mumbai, India",Exception at Mumbai
EVT001453,SHP000518,2023-04-19 01:12:00,departure,"Felixstowe, UK",Pickup at Felixstowe
EVT001454,SHP000207,2025-07-03 17:52:00,delivery,"Dubai, UAE",Delivery at Dubai
EVT001455,SHP000051,2023-07-03 08:02:00,pickup,"Singapore, Singapore",Departure at Singapore
EVT001456,SHP000305,2023-08-28 07:06:00,delay,"Barcelona, Spain",Exception at Barcelona
EVT001457,SHP000509,2025-08-13 20:35:00,customs_clearance,"Dubai, UAE",Pickup at Dubai
EVT001458,SHP000108,2025-03-05 04:48:00,arrival,"São Paulo, Brazil",Exception at São Paulo
EVT001459,SHP000053,2024-06-13 03:37:00,exception,"Osaka, Japan",Arrival at Osaka
EVT001460,SHP000478,2024-11-04 11:58:00,pickup,"Osaka, Japan",Exception at Osaka
EVT001461,SHP000124,2024-02-26 14:21:00,departure,"Singapore, Singapore",Arrival at Singapore
EVT001462,SHP000543,2023-09-02 00:30:00,departure,"Hamburg, Germany",Delivery at Hamburg
EVT001463,SHP000542,2025-06-27 16:47:00,pickup,"Moscow, Russia",Customs Clearance at Moscow
EVT001464,SHP000141,2023-04-26 22:14:00,customs_clearance,"Chicago, USA",Pickup at Chicago
EVT001465,SHP000426,2025-05-23 00:35:00,exception,"Dubai, UAE",Delivery at Dubai
EVT001466,SHP000114,2025-08-20 04:08:00,departure,"Toronto, Canada",Exception at Toronto
EVT001467,SHP000394,2025-09-12 15:49:00,pickup,"Antwerp, Belgium",Delivery at Antwerp
EVT001468,SHP000203,2024-11-24 07:02:00,customs_clearance,"Barcelona, Spain",Customs Clearance at Barcelona
EVT001469,SHP000574,2023-01-15 05:51:00,arrival,"Dubai, UAE",Delivery at Dubai
EVT001470,SHP000016,2025-01-20 11:29:00,delay,"Moscow, Russia",Delivery at Moscow
EVT001471,SHP000033,2023-12-14 20:16:00,exception,"Shanghai, China",Delay at Shanghai
EVT001472,SHP000301,2023-10-04 06:56:00,customs_clearance,"Tokyo, Japan",Departure at Tokyo
EVT001473,SHP000167,2025-03-11 18:02:00,delay,"Dubai, UAE",Customs Clearance at Dubai
EVT001474,SHP000392,2024-12-22 14:16:00,customs_clearance,"Mumbai, India",Exception at Mumbai
EVT001475,SHP000484,2025-03-07 14:43:00,exception,"Shanghai, China",Arrival at Shanghai
EVT001476,SHP000068,2023-08-31 07:36:00,delay,"Valencia, Spain",Arrival at Valencia
EVT001477,SHP000146,2024-10-21 01:47:00,pickup,"Singapore, Singapore",Delay at Singapore
EVT001478,SHP000417,2023-10-25 12:04:00,pickup,"Busan, South Korea",Customs Clearance at Busan
EVT001479,SHP000010,2024-02-09 11:02:00,delay,"Tokyo, Japan",Exception at Tokyo
EVT001480,SHP000536,2023-11-17 09:54:00,departure,"Antwerp, Belgium",Exception at Antwerp
EVT001481,SHP000116,2024-03-30 18:08:00,arrival,"Toronto, Canada",Delivery at Toronto
EVT001482,SHP000300,2023-05-16 07:01:00,pickup,"Osaka, Japan",Arrival at Osaka
EVT001483,SHP000110,2023-06-02 00:20:00,delay,"Valencia, Spain",Departure at Valencia
EVT001484,SHP000048,2023-07-26 11:58:00,pickup,"Los Angeles, USA",Customs Clearance at Los Angeles
EVT001485,SHP000488,2025-03-05 22:18:00,customs_clearance,"Hong Kong, China",Exception at Hong Kong
EVT001486,SHP000251,2024-11-06 07:19:00,delivery,"Mumbai, India",Pickup at Mumbai
EVT001487,SHP000096,2024-10-29 00:52:00,pickup,"Shanghai, China",Delay at Shanghai
EVT001488,SHP000283,2025-05-11 08:49:00,departure,"Barcelona, Spain",Customs Clearance at Barcelona
EVT001489,SHP000518,2025-05-19 03:20:00,customs_clearance,"Sydney, Australia",Departure at Sydney
EVT001490,SHP000566,2024-10-19 23:48:00,delay,"Houston, USA",Pickup at Houston
EVT001491,SHP000141,2023-06-06 14:58:00,customs_clearance,"Mumbai, India",Arrival at Mumbai
EVT001492,SHP000101,2024-04-24 18:23:00,delay,"Los Angeles, USA",Delivery at Los Angeles
EVT001493,SHP000510,2023-07-21 10:23:00,arrival,"Osaka, Japan",Departure at Osaka
EVT001494,SHP000386,2023-04-04 21:51:00,delivery,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT001495,SHP000165,2025-02-24 00:09:00,arrival,"Mumbai, India",Delay at Mumbai
EVT001496,SHP000300,2025-01-27 08:27:00,delay,"Valencia, Spain",Customs Clearance at Valencia
EVT001497,SHP000480,2023-03-17 11:04:00,customs_clearance,"Los Angeles, USA",Pickup at Los Angeles
EVT001498,SHP000028,2024-02-21 01:52:00,delivery,"Chicago, USA",Customs Clearance at Chicago
EVT001499,SHP000126,2025-02-25 08:48:00,exception,"Hong Kong, China",Customs Clearance at Hong Kong
EVT001500,SHP000545,2024-04-15 15:42:00,exception,"São Paulo, Brazil",Pickup at São Paulo
